image_file_name,color,style,part,season,category
jogger_0011.jpg,gray,casual,bottom,winter,jogger
jogger_0012.jpg,gray,street,bottom,winter,jogger
jogger_0013.jpg,black,street,bottom,winter,jogger
jogger_0014.jpg,black,street,bottom,winter,jogger
jogger_0015.jpg,black,street,bottom,winter,jogger
jogger_0016.jpg,navy,sporty,bottom,winter,jogger
jogger_0017.jpg,black,street,bottom,winter,jogger
jogger_0018.jpg,black,street,bottom,winter,jogger
jogger_0019.jpg,black,street,bottom,winter,jogger
jogger_0020.jpg,red,sporty,bottom,winter,jogger
jogger_0021.jpg,black,sporty,bottom,winter,jogger
jogger_0022.jpg,dark_beige,sporty,bottom,winter,jogger
jogger_0023.jpg,black,sporty,bottom,winter,jogger
jogger_0024.jpg,gray,sporty,bottom,winter,jogger
jogger_0025.jpg,yellow,sporty,bottom,winter,jogger
jogger_0026.jpg,black,sporty,bottom,winter,jogger
jogger_0027.jpg,black,sporty,bottom,winter,jogger
jogger_0028.jpg,khaki,street,bottom,winter,jogger
jogger_0029.jpg,gray,street,bottom,winter,jogger
jogger_0030.jpg,white,sporty,bottom,winter,jogger
jogger_0031.jpg,black,street,bottom,winter,jogger
jogger_0032.jpg,black,street,bottom,winter,jogger
jogger_0033.jpg,white,street,bottom,winter,jogger
jogger_0034.jpg,black,sporty,bottom,winter,jogger
jogger_0035.jpg,black,street,bottom,winter,jogger
jogger_0036.jpg,dark_beige,street,bottom,winter,jogger
jogger_0037.jpg,black,sporty,bottom,winter,jogger
jogger_0038.jpg,khaki,casual,bottom,winter,jogger
jogger_0039.jpg,navy,sporty,bottom,winter,jogger
jogger_0040.jpg,khaki,sporty,bottom,winter,jogger
jogger_0041.jpg,white,street,bottom,winter,jogger
jogger_0042.jpg,gray,sporty,bottom,winter,jogger
jogger_0043.jpg,black,street,bottom,winter,jogger
jogger_0044.jpg,khaki,street,bottom,winter,jogger
jogger_0045.jpg,black,street,bottom,winter,jogger
jogger_0046.jpg,blue,sporty,bottom,winter,jogger
jogger_0047.jpg,gray,sporty,bottom,winter,jogger
jogger_0048.jpg,blue,sporty,bottom,winter,jogger
jogger_0049.jpg,dark_beige,sporty,bottom,winter,jogger
jogger_0050.jpg,beige,street,bottom,winter,jogger
slacks_0001.jpg,black,formal/office,bottom,All,slacks
slacks_0002.jpg,black,formal/office,bottom,All,slacks
slacks_0003.jpg,black,formal/office,bottom,All,slacks
slacks_0004.jpg,black,formal/office,bottom,All,slacks
slacks_0005.jpg,black,casual,bottom,All,slacks
slacks_0006.jpg,gray,casual,bottom,All,slacks
slacks_0007.jpg,gray,modern,bottom,winter,slacks
slacks_0008.jpg,gray,modern,bottom,winter,slacks
slacks_0009.jpg,black,formal/office,bottom,All,slacks
slacks_0010.jpg,black,street,bottom,All,slacks
slacks_0011.jpg,black,casual,bottom,All,slacks
slacks_0012.jpg,black,formal/office,bottom,All,slacks
slacks_0013.jpg,black,formal/office,bottom,All,slacks
slacks_0014.jpg,beige,formal/office,bottom,All,slacks
slacks_0015.jpg,black,casual,bottom,All,slacks
slacks_0016.jpg,dark_beige,formal/office,bottom,All,slacks
slacks_0017.jpg,dark_beige,formal/office,bottom,All,slacks
slacks_0018.jpg,black,formal/office,bottom,All,slacks
slacks_0019.jpg,black,formal/office,bottom,All,slacks
slacks_0020.jpg,black,formal/office,bottom,All,slacks
slacks_0021.jpg,black,formal/office,bottom,All,slacks
slacks_0022.jpg,black,formal/office,bottom,All,slacks
slacks_0023.jpg,black,formal/office,bottom,All,slacks
slacks_0024.jpg,beige,formal/office,bottom,All,slacks
slacks_0025.jpg,white,formal/office,bottom,All,slacks
slacks_0026.jpg,white,formal/office,bottom,All,slacks
slacks_0027.jpg,black,formal/office,bottom,All,slacks
slacks_0028.jpg,gray,casual,bottom,All,slacks
slacks_0029.jpg,black,formal/office,bottom,All,slacks
slacks_0030.jpg,black,formal/office,bottom,All,slacks
slacks_0031.jpg,dark_beige,casual,bottom,All,slacks
slacks_0032.jpg,black,formal/office,bottom,All,slacks
slacks_0033.jpg,dark_beige,modern,bottom,All,slacks
slacks_0034.jpg,black,formal/office,bottom,All,slacks
slacks_0035.jpg,black,formal/office,bottom,All,slacks
slacks_0036.jpg,black,formal/office,bottom,All,slacks
slacks_0037.jpg,black,formal/office,bottom,All,slacks
slacks_0038.jpg,gray,casual,bottom,All,slacks
slacks_0039.jpg,black,formal/office,bottom,All,slacks
slacks_0040.jpg,brown,formal/office,bottom,All,slacks
slacks_0041.jpg,dark_beige,formal/office,bottom,All,slacks
slacks_0042.jpg,black,formal/office,bottom,All,slacks
slacks_0043.jpg,black,formal/office,bottom,All,slacks
slacks_0044.jpg,black,formal/office,bottom,All,slacks
slacks_0045.jpg,black,formal/office,bottom,All,slacks
slacks_0046.jpg,black,formal/office,bottom,All,slacks
slacks_0047.jpg,black,formal/office,bottom,All,slacks
slacks_0048.jpg,black,formal/office,bottom,All,slacks
slacks_0049.jpg,black,formal/office,bottom,All,slacks
slacks_0050.jpg,beige,casual,bottom,All,slacks
slacks_0051.jpg,beige,casual,bottom,All,slacks
long_padding_0001.jpg,black,luxury,outer,winter,long_padding
long_padding_0002.jpg,white,casual,outer,winter,long_padding
long_padding_0003.jpg,gray,casual,outer,winter,long_padding
long_padding_0004.jpg,beige,casual,outer,winter,long_padding
long_padding_0005.jpg,brown,casual,outer,winter,long_padding
long_padding_0006.jpg,black,casual,outer,winter,long_padding
long_padding_0007.jpg,red,casual,outer,winter,long_padding
long_padding_0008.jpg,black,luxury,outer,winter,long_padding
long_padding_0009.jpg,black,luxury,outer,winter,long_padding
long_padding_0010.jpg,purple,casual,outer,winter,long_padding
long_padding_0011.jpg,black,casual,outer,winter,long_padding
long_padding_0012.jpg,purple,casual,outer,winter,long_padding
long_padding_0013.jpg,pink,casual,outer,winter,long_padding
long_padding_0014.jpg,black,casual,outer,winter,long_padding
long_padding_0015.jpg,navy,casual,outer,winter,long_padding
long_padding_0016.jpg,black,casual,outer,winter,long_padding
long_padding_0017.jpg,beige,luxury,outer,winter,long_padding
long_padding_0018.jpg,green,casual,outer,winter,long_padding
long_padding_0019.jpg,pink,casual,outer,winter,long_padding
long_padding_0020.jpg,gray,casual,outer,winter,long_padding
long_padding_0021.jpg,dark_beige,casual,outer,winter,long_padding
long_padding_0022.jpg,black,casual,outer,winter,long_padding
long_padding_0023.jpg,black,luxury,outer,winter,long_padding
long_padding_0024.jpg,pink,casual,outer,winter,long_padding
long_padding_0025.jpg,green,casual,outer,winter,long_padding
long_padding_0026.jpg,brown,casual,outer,winter,long_padding
long_padding_0027.jpg,brown,casual,outer,winter,long_padding
long_padding_0028.jpg,black,casual,outer,winter,long_padding
long_padding_0029.jpg,black,casual,outer,winter,long_padding
long_padding_0030.jpg,black,casual,outer,winter,long_padding
long_padding_0031.jpg,black,casual,outer,winter,long_padding
long_padding_0032.jpg,black,casual,outer,winter,long_padding
long_padding_0033.jpg,black,casual,outer,winter,long_padding
long_padding_0034.jpg,black,casual,outer,winter,long_padding
long_padding_0035.jpg,beige,casual,outer,winter,long_padding
long_padding_0036.jpg,black,casual,outer,winter,long_padding
long_padding_0037.jpg,black,casual,outer,winter,long_padding
long_padding_0038.jpg,black,casual,outer,winter,long_padding
long_padding_0039.jpg,gray,casual,outer,winter,long_padding
long_padding_0040.jpg,black,casual,outer,winter,long_padding
long_padding_0041.jpg,brown,casual,outer,winter,long_padding
long_padding_0042.jpg,black,casual,outer,winter,long_padding
long_padding_0043.jpg,black,casual,outer,winter,long_padding
long_padding_0044.jpg,black,casual,outer,winter,long_padding
long_padding_0045.jpg,black,casual,outer,winter,long_padding
long_padding_0046.jpg,white,casual,outer,winter,long_padding
long_padding_0047.jpg,black,casual,outer,winter,long_padding
long_padding_0048.jpg,black,modern,outer,winter,long_padding
long_padding_0049.jpg,black,casual,outer,winter,long_padding
long_padding_0050.jpg,black,casual,outer,winter,long_padding
long_padding_0051.jpg,khaki,casual,outer,winter,long_padding
short_padding_0001.jpg,black,casual,outer,winter,short_padding
short_padding_0002.jpg,white,casual,outer,winter,short_padding
short_padding_0003.jpg,yellow,casual,outer,winter,short_padding
short_padding_0004.jpg,green,casual,outer,winter,short_padding
short_padding_0005.jpg,orange,casual,outer,winter,short_padding
short_padding_0006.jpg,navy,casual,outer,winter,short_padding
short_padding_0007.jpg,white,casual,outer,winter,short_padding
short_padding_0008.jpg,gray,casual,outer,winter,short_padding
short_padding_0009.jpg,beige,casual,outer,winter,short_padding
short_padding_0010.jpg,yellow_green,casual,outer,winter,short_padding
short_padding_0011.jpg,black,casual,outer,winter,short_padding
short_padding_0012.jpg,purple,casual,outer,winter,short_padding
short_padding_0013.jpg,brown,casual,outer,winter,short_padding
short_padding_0014.jpg,beige,casual,outer,winter,short_padding
short_padding_0015.jpg,pink,casual,outer,winter,short_padding
short_padding_0016.jpg,brown,casual,outer,winter,short_padding
short_padding_0017.jpg,red,casual,outer,winter,short_padding
short_padding_0018.jpg,white,casual,outer,winter,short_padding
short_padding_0019.jpg,blue,casual,outer,winter,short_padding
short_padding_0020.jpg,gray,casual,outer,winter,short_padding
short_padding_0021.jpg,navy,casual,outer,winter,short_padding
short_padding_0022.jpg,pink,casual,outer,winter,short_padding
short_padding_0023.jpg,black,casual,outer,winter,short_padding
short_padding_0024.jpg,gray,casual,outer,winter,short_padding
short_padding_0025.jpg,black,casual,outer,winter,short_padding
short_padding_0026.jpg,black,casual,outer,winter,short_padding
short_padding_0027.jpg,black,casual,outer,winter,short_padding
short_padding_0028.jpg,yellow,casual,outer,winter,short_padding
short_padding_0029.jpg,green,casual,outer,winter,short_padding
short_padding_0030.jpg,yellow_green,casual,outer,winter,short_padding
short_padding_0031.jpg,black,casual,outer,winter,short_padding
short_padding_0032.jpg,black,casual,outer,winter,short_padding
short_padding_0033.jpg,black,casual,outer,winter,short_padding
short_padding_0034.jpg,beige,casual,outer,winter,short_padding
short_padding_0035.jpg,red,casual,outer,winter,short_padding
short_padding_0036.jpg,yellow_green,casual,outer,winter,short_padding
short_padding_0037.jpg,black,casual,outer,winter,short_padding
short_padding_0038.jpg,khaki,casual,outer,winter,short_padding
short_padding_0039.jpg,navy,casual,outer,winter,short_padding
short_padding_0040.jpg,navy,casual,outer,winter,short_padding
short_padding_0041.jpg,white,casual,outer,winter,short_padding
short_padding_0042.jpg,pink,casual,outer,winter,short_padding
short_padding_0043.jpg,orange,casual,outer,winter,short_padding
short_padding_0044.jpg,black,casual,outer,winter,short_padding
short_padding_0045.jpg,white,casual,outer,winter,short_padding
short_padding_0046.jpg,orange,casual,outer,winter,short_padding
short_padding_0047.jpg,khaki,casual,outer,winter,short_padding
short_padding_0048.jpg,yellow_green,casual,outer,winter,short_padding
short_padding_0049.jpg,khaki,casual,outer,winter,short_padding
short_padding_0050.jpg,gray,casual,outer,winter,short_padding
short_padding_0051.jpg,yellow,casual,outer,winter,short_padding
coat_0001.jpg,gray,modern,outer,winter,coat
coat_0002.jpg,gray,modern,outer,winter,coat
coat_0003.jpg,gray,modern,outer,winter,coat
coat_0004.jpg,beige,modern,outer,winter,coat
coat_0005.jpg,gray,modern,outer,winter,coat
coat_0006.jpg,beige,modern,outer,winter,coat
coat_0007.jpg,white,modern,outer,winter,coat
coat_0008.jpg,khaki,modern,outer,winter,coat
coat_0009.jpg,pink,modern,outer,winter,coat
coat_0010.jpg,gray,modern,outer,winter,coat
coat_0011.jpg,dark_beige,modern,outer,winter,coat
coat_0012.jpg,navy,modern,outer,winter,coat
coat_0013.jpg,khaki,casual,outer,spring/fall,coat
coat_0014.jpg,yellow_green,modern,outer,winter,coat
coat_0015.jpg,black,modern,outer,winter,coat
coat_0016.jpg,beige,modern,outer,winter,coat
coat_0017.jpg,brown,modern,outer,winter,coat
coat_0018.jpg,navy,modern,outer,winter,coat
coat_0019.jpg,gray,modern,outer,winter,coat
coat_0020.jpg,brown,modern,outer,winter,coat
coat_0021.jpg,beige,modern,outer,winter,coat
coat_0022.jpg,beige,modern,outer,winter,coat
coat_0023.jpg,black,modern,outer,winter,coat
coat_0024.jpg,beige,modern,outer,winter,coat
coat_0025.jpg,pink,modern,outer,winter,coat
coat_0026.jpg,orange,casual,outer,winter,coat
coat_0027.jpg,beige,modern,outer,winter,coat
coat_0028.jpg,dark_beige,modern,outer,winter,coat
coat_0029.jpg,navy,modern,outer,winter,coat
coat_0030.jpg,gray,modern,outer,winter,coat
coat_0031.jpg,beige,modern,outer,winter,coat
coat_0032.jpg,gray,modern,outer,winter,coat
coat_0033.jpg,gray,modern,outer,winter,coat
coat_0034.jpg,navy,modern,outer,winter,coat
coat_0035.jpg,red,casual,outer,winter,coat
coat_0036.jpg,yellow,modern,outer,winter,coat
coat_0037.jpg,green,modern,outer,winter,coat
coat_0038.jpg,brown,modern,outer,winter,coat
coat_0039.jpg,blue,modern,outer,winter,coat
coat_0040.jpg,beige,modern,outer,winter,coat
coat_0041.jpg,yellow_green,casual,outer,winter,coat
coat_0042.jpg,gray,modern,outer,winter,coat
coat_0043.jpg,navy,modern,outer,winter,coat
coat_0044.jpg,gray,modern,outer,winter,coat
coat_0045.jpg,beige,modern,outer,winter,coat
coat_0046.jpg,gray,modern,outer,winter,coat
coat_0047.jpg,white,modern,outer,winter,coat
coat_0048.jpg,brown,modern,outer,winter,coat
coat_0049.jpg,navy,modern,outer,winter,coat
coat_0050.jpg,beige,luxury,outer,winter,coat
trench_coat_0001.jpg,beige,lovely,outer,spring/fall,trench_coat
trench_coat_0002.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0003.jpg,black,modern,outer,spring/fall,trench_coat
trench_coat_0004.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0005.jpg,black,modern,outer,spring/fall,trench_coat
trench_coat_0006.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0007.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0008.jpg,black,modern,outer,spring/fall,trench_coat
trench_coat_0009.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0010.jpg,gray,modern,outer,spring/fall,trench_coat
trench_coat_0011.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0012.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0013.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0014.jpg,navy,modern,outer,spring/fall,trench_coat
trench_coat_0015.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0016.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0017.jpg,khaki,modern,outer,spring/fall,trench_coat
trench_coat_0018.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0019.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0020.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0021.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0022.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0023.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0024.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0025.jpg,black,modern,outer,spring/fall,trench_coat
trench_coat_0026.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0027.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0028.jpg,navy,modern,outer,spring/fall,trench_coat
trench_coat_0029.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0030.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0031.jpg,sky,modern,outer,spring/fall,trench_coat
trench_coat_0032.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0033.jpg,khaki,modern,outer,spring/fall,trench_coat
trench_coat_0034.jpg,sky,modern,outer,spring/fall,trench_coat
trench_coat_0035.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0036.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0037.jpg,black,modern,outer,spring/fall,trench_coat
trench_coat_0038.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0039.jpg,yellow,modern,outer,spring/fall,trench_coat
trench_coat_0040.jpg,red,modern,outer,spring/fall,trench_coat
trench_coat_0041.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0042.jpg,red,modern,outer,spring/fall,trench_coat
trench_coat_0043.jpg,black,modern,outer,spring/fall,trench_coat
trench_coat_0044.jpg,khaki,modern,outer,spring/fall,trench_coat
trench_coat_0045.jpg,navy,modern,outer,spring/fall,trench_coat
trench_coat_0046.jpg,khaki,modern,outer,spring/fall,trench_coat
trench_coat_0047.jpg,navy,modern,outer,spring/fall,trench_coat
trench_coat_0048.jpg,black,modern,outer,spring/fall,trench_coat
trench_coat_0049.jpg,beige,modern,outer,spring/fall,trench_coat
trench_coat_0050.jpg,beige,modern,outer,spring/fall,trench_coat
blazer_0001.jpg,pink,modern,outer,spring/fall,blazer
blazer_0002.jpg,khaki,modern,outer,spring/fall,blazer
blazer_0003.jpg,yellow,modern,outer,spring/fall,blazer
blazer_0004.jpg,beige,modern,outer,spring/fall,blazer
blazer_0005.jpg,sky,modern,outer,spring/fall,blazer
blazer_0006.jpg,navy,modern,outer,spring/fall,blazer
blazer_0007.jpg,black,modern,outer,spring/fall,blazer
blazer_0008.jpg,red,modern,outer,spring/fall,blazer
blazer_0009.jpg,gray,modern,outer,spring/fall,blazer
blazer_0010.jpg,beige,modern,outer,spring/fall,blazer
blazer_0011.jpg,pink,modern,outer,spring/fall,blazer
blazer_0012.jpg,navy,modern,outer,spring/fall,blazer
blazer_0013.jpg,gray,modern,outer,spring/fall,blazer
blazer_0014.jpg,purple,modern,outer,spring/fall,blazer
blazer_0015.jpg,red,modern,outer,spring/fall,blazer
blazer_0016.jpg,white,modern,outer,spring/fall,blazer
blazer_0017.jpg,white,modern,outer,spring/fall,blazer
blazer_0018.jpg,white,modern,outer,spring/fall,blazer
blazer_0019.jpg,gray,modern,outer,spring/fall,blazer
blazer_0020.jpg,gray,modern,outer,spring/fall,blazer
blazer_0021.jpg,black,modern,outer,spring/fall,blazer
blazer_0022.jpg,white,modern,outer,spring/fall,blazer
blazer_0023.jpg,black,modern,outer,spring/fall,blazer
blazer_0024.jpg,black,modern,outer,spring/fall,blazer
blazer_0025.jpg,black,modern,outer,spring/fall,blazer
blazer_0026.jpg,red,modern,outer,spring/fall,blazer
blazer_0027.jpg,gray,modern,outer,spring/fall,blazer
blazer_0028.jpg,green,modern,outer,spring/fall,blazer
blazer_0029.jpg,gray,modern,outer,spring/fall,blazer
blazer_0030.jpg,black,modern,outer,spring/fall,blazer
blazer_0031.jpg,navy,modern,outer,spring/fall,blazer
blazer_0032.jpg,black,modern,outer,spring/fall,blazer
blazer_0033.jpg,gray,modern,outer,spring/fall,blazer
blazer_0034.jpg,dark_beige,modern,outer,spring/fall,blazer
blazer_0035.jpg,gray,modern,outer,spring/fall,blazer
blazer_0036.jpg,gray,modern,outer,spring/fall,blazer
blazer_0037.jpg,blue,modern,outer,spring/fall,blazer
blazer_0038.jpg,gray,modern,outer,spring/fall,blazer
blazer_0039.jpg,navy,modern,outer,spring/fall,blazer
blazer_0040.jpg,navy,modern,outer,spring/fall,blazer
blazer_0041.jpg,white,modern,outer,spring/fall,blazer
blazer_0042.jpg,navy,modern,outer,spring/fall,blazer
blazer_0043.jpg,gray,modern,outer,spring/fall,blazer
blazer_0044.jpg,gray,modern,outer,spring/fall,blazer
blazer_0045.jpg,gray,modern,outer,spring/fall,blazer
blazer_0046.jpg,black,modern,outer,spring/fall,blazer
blazer_0047.jpg,gray,modern,outer,spring/fall,blazer
blazer_0048.jpg,black,modern,outer,spring/fall,blazer
blazer_0049.jpg,black,modern,outer,spring/fall,blazer
blazer_0050.jpg,white,modern,outer,spring/fall,blazer
blazer_0051.jpg,gray,modern,outer,spring/fall,blazer
blazer_0052.jpg,gray,modern,outer,spring/fall,blazer
blazer_0053.jpg,white,modern,outer,spring/fall,blazer
blazer_0054.jpg,pink,modern,outer,spring/fall,blazer
blazer_0055.jpg,black,modern,outer,spring/fall,blazer
blazer_0056.jpg,white,modern,outer,spring/fall,blazer
blazer_0057.jpg,black,modern,outer,spring/fall,blazer
blazer_0058.jpg,khaki,modern,outer,spring/fall,blazer
blazer_0059.jpg,white,modern,outer,spring/fall,blazer
blazer_0060.jpg,black,modern,outer,spring/fall,blazer
blazer_0061.jpg,pink,modern,outer,spring/fall,blazer
blazer_0062.jpg,red,modern,outer,spring/fall,blazer
blazer_0063.jpg,black,modern,outer,spring/fall,blazer
blazer_0064.jpg,navy,modern,outer,spring/fall,blazer
blazer_0065.jpg,pink,modern,outer,spring/fall,blazer
blazer_0066.jpg,black,modern,outer,spring/fall,blazer
blazer_0067.jpg,black,modern,outer,spring/fall,blazer
blazer_0068.jpg,brown,modern,outer,spring/fall,blazer
blazer_0069.jpg,blue,modern,outer,spring/fall,blazer
blazer_0070.jpg,black,modern,outer,spring/fall,blazer
blazer_0071.jpg,white,modern,outer,spring/fall,blazer
blazer_0072.jpg,gray,modern,outer,spring/fall,blazer
blazer_0073.jpg,black,modern,outer,spring/fall,blazer
blazer_0074.jpg,black,modern,outer,spring/fall,blazer
blazer_0075.jpg,blue,modern,outer,spring/fall,blazer
blazer_0076.jpg,yellow_green,modern,outer,spring/fall,blazer
blazer_0077.jpg,black,modern,outer,spring/fall,blazer
blazer_0078.jpg,green,modern,outer,winter,blazer
blazer_0079.jpg,khaki,modern,outer,spring/fall,blazer
blazer_0080.jpg,yellow,modern,outer,spring/fall,blazer
blazer_0081.jpg,black,modern,outer,spring/fall,blazer
blazer_0082.jpg,white,modern,outer,spring/fall,blazer
blazer_0083.jpg,navy,modern,outer,spring/fall,blazer
blazer_0084.jpg,purple,modern,outer,winter,blazer
blazer_0085.jpg,black,modern,outer,spring/fall,blazer
blazer_0086.jpg,navy,modern,outer,spring/fall,blazer
blazer_0087.jpg,dark_beige,modern,outer,winter,blazer
blazer_0088.jpg,navy,modern,outer,spring/fall,blazer
blazer_0089.jpg,khaki,modern,outer,winter,blazer
blazer_0090.jpg,yellow,modern,outer,spring/fall,blazer
blazer_0091.jpg,black,modern,outer,spring/fall,blazer
blazer_0092.jpg,navy,modern,outer,spring/fall,blazer
blazer_0093.jpg,beige,modern,outer,spring/fall,blazer
blazer_0094.jpg,black,modern,outer,spring/fall,blazer
blazer_0095.jpg,gray,modern,outer,spring/fall,blazer
blazer_0096.jpg,white,modern,outer,spring/fall,blazer
blazer_0097.jpg,red,formal/office,outer,spring/fall,blazer
blazer_0098.jpg,navy,modern,outer,spring/fall,blazer
blazer_0099.jpg,beige,modern,outer,winter,blazer
blazer_0100.jpg,gray,modern,outer,spring/fall,blazer
blazer_0101.jpg,navy,modern,outer,winter,blazer
hoody_jacket_0001.jpg,red,casual,outer,spring/fall,hoody_jacket
hoody_jacket_0002.jpg,black,sporty,outer,spring/fall,hoody_jacket
hoody_jacket_0003.jpg,green,sporty,outer,spring/fall,hoody_jacket
hoody_jacket_0004.jpg,white,sporty,outer,spring/fall,hoody_jacket
hoody_jacket_0005.jpg,gray,casual,outer,spring/fall,hoody_jacket
hoody_jacket_0006.jpg,black,casual,outer,spring/fall,hoody_jacket
hoody_jacket_0007.jpg,gray,casual,outer,spring/fall,hoody_jacket
hoody_jacket_0008.jpg,yellow,sporty,outer,spring/fall,hoody_jacket
hoody_jacket_0009.jpg,black,sporty,outer,spring/fall,hoody_jacket
hoody_jacket_0010.jpg,black,casual,outer,spring/fall,hoody_jacket
hoody_jacket_0011.jpg,khaki,sporty,outer,spring/fall,hoody_jacket
hoody_jacket_0012.jpg,gray,casual,outer,spring/fall,hoody_jacket
hoody_jacket_0013.jpg,red,sporty,outer,spring/fall,hoody_jacket
hoody_jacket_0014.jpg,navy,casual,outer,spring/fall,hoody_jacket
hoody_jacket_0015.jpg,white,casual,outer,spring/fall,hoody_jacket
hoody_jacket_0016.jpg,yellow,sporty,outer,spring/fall,hoody_jacket
hoody_jacket_0017.jpg,khaki,sporty,outer,spring/fall,hoody_jacket
hoody_jacket_0018.jpg,black,sporty,outer,spring/fall,hoody_jacket
hoody_jacket_0019.jpg,red,sporty,outer,spring/fall,hoody_jacket
hoody_jacket_0020.jpg,orange,sporty,outer,spring/fall,hoody_jacket
hoody_jacket_0021.jpg,gray,casual,outer,spring/fall,hoody_jacket
hoody_jacket_0022.jpg,navy,casual,outer,spring/fall,hoody_jacket
hoody_jacket_0023.jpg,yellow_green,casual,outer,spring/fall,hoody_jacket
hoody_jacket_0024.jpg,navy,casual,outer,spring/fall,hoody_jacket
hoody_jacket_0025.jpg,khaki,casual,outer,spring/fall,hoody_jacket
